timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
3950,0.1848,0.0218,9.7991,0.0054,0.0134,0.0072
3960,-0.2603,0.1192,9.8330,0.0139,-0.0177,-0.0166
3970,-0.0393,-0.0280,9.8209,-0.0076,0.0097,0.0096
3980,-0.2283,0.1247,9.8301,-0.0134,0.0181,0.0009
3990,0.1698,0.1325,9.7767,-0.0149,0.0112,-0.0092
4000,0.2318,0.1629,9.7629,0.0123,-0.0091,-0.0174
4010,0.1274,0.0460,9.7677,-0.0018,-0.0056,-0.0000
4020,0.0401,-0.0794,9.7855,-0.0159,0.0030,0.0089
4030,-0.1630,0.0053,9.7644,0.0145,-0.0102,-0.0011
4040,-0.0702,-0.2099,9.8531,0.0143,0.0021,0.0166
4050,0.1444,-0.0484,9.7922,-0.0033,0.0088,-0.0091
4060,-0.2533,-0.0763,9.8102,0.0161,-0.0128,0.0122
4070,0.2888,0.2724,9.7669,-0.0014,-0.0087,0.0138
4080,-0.1036,0.0319,9.7608,-0.0120,0.0026,-0.0078
4090,0.0736,-0.0216,9.8192,-0.0003,0.0109,-0.0122
4100,0.2403,0.1563,9.7845,-0.0197,-0.0036,-0.0107
4110,-0.0921,0.2037,9.8477,0.0180,-0.0199,0.0063
4120,0.2094,0.1363,9.7704,0.0012,-0.0105,-0.0003
4130,-0.2641,0.2982,9.8312,-0.0163,0.0169,0.0159
4140,0.0119,0.1205,9.7972,0.0190,-0.0166,-0.0162
4150,-0.2199,0.1920,9.7675,0.0027,-0.0026,0.0186
4160,-0.1579,-0.1434,9.7915,0.0120,0.0080,0.0094
4170,-0.1092,-0.1368,9.7675,-0.0119,0.0112,0.0034
4180,-0.2068,-0.2014,9.8066,-0.0037,0.0014,0.0186
4190,-0.1754,-0.1150,9.7865,-0.0152,-0.0137,0.0074
4200,0.1958,0.1181,9.7640,0.0134,-0.0069,-0.0164
4210,-0.1511,-0.0866,9.8113,0.0071,-0.0096,0.0196
4220,-0.2814,-0.0574,9.8052,0.0099,-0.0100,-0.0015
4230,0.1823,-0.2161,9.7612,0.0132,0.0193,-0.0148
4240,0.1942,-0.0767,9.8230,0.0058,0.0033,-0.0096
4250,0.1876,-0.2869,9.7664,0.0161,-0.0023,-0.0148
4260,0.2430,0.1976,9.7932,-0.0183,-0.0016,-0.0133
4270,0.0443,0.1930,9.7995,-0.0188,0.0073,-0.0131
4280,-0.1712,-0.1877,9.7880,0.0153,-0.0186,0.0048
4290,-0.1525,-0.1229,9.8012,0.0020,-0.0176,-0.0088
4300,-0.2177,-0.1803,9.8485,0.0010,0.0052,0.0121
4310,0.1769,0.2936,9.8382,-0.0056,0.0018,-0.0006
4320,0.2476,0.0014,9.7988,-0.0128,-0.0072,-0.0112
4330,0.2375,0.1671,9.7659,0.0197,0.0012,0.0107
4340,0.2998,0.2844,9.7700,0.0063,-0.0093,0.0127
4350,0.2504,-0.2665,9.8596,-0.0112,0.0139,0.0119
4360,-0.0871,0.2035,9.8445,-0.0130,0.0037,0.0122
4370,0.1186,0.2484,9.7628,0.0080,0.0179,0.0025
4380,0.0379,-0.1871,9.8588,0.0153,-0.0003,-0.0076
4390,-0.0057,-0.2458,9.7833,-0.0112,0.0011,-0.0200
4400,0.2507,-0.1791,9.7730,0.0087,0.0168,0.0138
4410,-0.1058,-0.2869,9.8187,0.0167,0.0110,0.0139
4420,0.2164,0.2763,9.7974,0.0177,-0.0042,-0.0160
4430,-0.1189,-0.2181,9.7758,0.0179,0.0117,0.0184
4440,0.0895,-0.1955,9.8569,0.0077,0.0172,0.0115
4450,-0.1661,0.0534,9.7775,-0.0077,0.0075,-0.0149
4460,0.1373,0.2693,9.8549,-0.0043,0.0198,0.0186
4470,-0.2806,0.0614,9.8521,0.0187,-0.0112,0.0026
4480,0.2620,-0.2156,9.8345,-0.0105,0.0193,-0.0133
4490,0.2312,-0.2468,9.8309,0.0056,0.0155,-0.0021
4500,-0.1409,-0.1503,9.7668,-0.0097,-0.0157,-0.0199
4510,-0.0684,0.1396,9.8569,0.0154,-0.0003,-0.0049
4520,0.0276,-0.2391,9.8079,0.0146,0.0060,0.0075
4530,-0.2024,-0.2558,9.8446,-0.0082,-0.0073,0.0181
4540,-0.2555,-0.1979,9.7975,0.0093,0.0019,0.0159
4550,-0.2441,0.0564,9.8214,-0.0007,-0.0188,0.0177
4560,-0.2010,0.2339,9.7757,-0.0159,-0.0118,-0.0124
4570,0.1183,0.1332,9.8330,-0.0094,-0.0087,-0.0105
4580,-0.2702,0.0431,9.8440,-0.0139,-0.0056,-0.0029
4590,-0.1233,0.0972,9.8200,-0.0120,-0.0190,-0.0132
4600,-0.1249,-0.2508,9.8444,-0.0077,-0.0041,-0.0004
4610,0.0966,-0.2453,9.8144,-0.0126,0.0154,-0.0052
4620,-0.0325,-0.1420,9.8065,-0.0110,-0.0093,-0.0175
4630,0.1513,0.1005,9.7686,-0.0062,0.0017,0.0188
4640,0.0538,0.0322,9.8441,0.0127,-0.0033,0.0014
4650,0.2201,-0.0151,9.8482,-0.0009,-0.0168,0.0161
4660,0.1286,0.0013,9.8500,0.0120,0.0071,0.0048
4670,-0.2278,0.1543,9.7773,0.0194,0.0189,0.0123
4680,-0.2243,-0.0460,9.8588,-0.0026,0.0199,0.0051
4690,0.2005,-0.1453,9.8511,0.0166,-0.0173,-0.0045
4700,-0.0616,-0.1043,9.7876,-0.0017,0.0149,0.0115
4710,0.0738,0.0135,9.8020,-0.0034,-0.0141,0.0035
4720,0.1550,0.2638,9.8525,0.0025,-0.0160,-0.0086
4730,0.0214,-0.0937,9.8011,-0.0047,-0.0006,0.0044
4740,-0.2775,-0.1348,9.7744,0.0043,0.0077,-0.0184
4750,0.2337,-0.1011,9.7838,0.0098,0.0168,0.0159
4760,-0.2879,0.1904,9.7903,-0.0088,-0.0003,0.0078
4770,-0.2411,0.2213,9.7734,0.0190,-0.0023,0.0130
4780,-0.1383,-0.0499,9.8246,-0.0125,-0.0115,0.0130
4790,0.1446,0.1557,9.8467,0.0128,0.0006,-0.0136
4800,-0.1133,0.0041,9.7736,0.0141,0.0152,-0.0188
4810,-0.1843,0.1998,9.8437,-0.0100,-0.0017,0.0167
4820,0.1228,-0.1356,9.8424,0.0002,0.0054,-0.0150
4830,-0.2817,-0.0765,9.8194,-0.0129,0.0148,0.0035
4840,-0.0901,-0.2019,9.8494,0.0100,0.0076,-0.0086
4850,-0.0681,-0.2023,9.8172,0.0186,0.0143,0.0059
4860,0.1066,-0.1385,9.8010,-0.0192,0.0112,0.0107
4870,-0.2947,0.2469,9.8247,0.0040,-0.0197,-0.0099
4880,0.1831,-0.1167,9.8567,0.0057,-0.0030,-0.0049
4890,-0.0908,-0.1488,9.8067,0.0071,0.0130,-0.0041
4900,-0.2386,0.0069,9.8262,0.0137,-0.0050,0.0059
4910,0.0654,-0.1209,9.7708,-0.0174,0.0195,0.0056
4920,0.2169,-0.1433,9.8311,0.0157,-0.0080,-0.0140
4930,0.1593,0.2398,9.8405,0.0121,0.0040,0.0064
4940,0.1085,0.1328,9.8255,0.0199,-0.0096,-0.0033
4950,-0.0670,-0.2788,9.8308,0.0029,-0.0124,0.0091
4960,-0.1666,0.0208,9.8385,0.0163,0.0069,0.0003
4970,0.2073,0.2044,9.8476,-0.0128,-0.0161,-0.0149
4980,-0.1448,0.1850,9.8363,-0.0127,0.0072,-0.0066
4990,-0.2464,-0.0868,9.8344,-0.0077,0.0115,-0.0067
5080,-0.1437,-0.1236,9.8451,-0.0012,0.0147,0.0033
5090,0.2666,-0.2573,9.8489,0.0000,0.0147,-0.0047
5100,-0.1210,-0.2676,9.8454,-0.0145,-0.0120,-0.0036
5110,0.0416,0.2440,9.8058,-0.0073,0.0086,0.0112
5120,-0.0075,0.0786,9.7777,0.0054,-0.0198,-0.0091
5130,0.1567,-0.1988,9.8364,-0.0004,0.0105,-0.0165
5140,0.0687,0.0801,9.8003,0.0186,-0.0047,-0.0185
5150,-0.1804,-0.0761,9.7614,-0.0071,0.0133,-0.0124
5160,0.1060,0.0760,9.7849,0.0077,-0.0062,-0.0148
5170,-0.0699,0.0532,9.7767,0.0130,-0.0081,-0.0084
5180,0.1367,0.0578,9.7938,0.0155,0.0198,-0.0063
5190,0.2408,-0.0844,9.7788,0.0179,0.0167,-0.0039
5200,-0.1629,0.1363,9.7731,0.0094,0.0036,-0.0132
5210,-0.0800,0.0903,9.7637,0.0151,-0.0098,0.0014
5220,-0.2708,0.2968,9.8262,0.0061,-0.0192,0.0076
5230,-0.0499,-0.0718,9.8147,-0.0010,-0.0139,0.0078
5240,0.0782,-0.1193,9.8262,0.0065,-0.0092,0.0042
5250,-0.2177,0.1984,9.7705,0.0088,-0.0153,-0.0154
5260,-0.2362,-0.1808,9.7800,-0.0095,0.0009,-0.0119
5270,0.1221,-0.1228,9.7639,-0.0001,-0.0117,0.0173
5280,-0.1016,-0.2984,9.8272,0.0163,0.0134,0.0068
5290,-0.2105,-0.2460,9.8112,0.0089,-0.0159,-0.0098
5300,-0.1613,0.2932,9.7896,-0.0014,-0.0160,-0.0130
5310,-0.2763,-0.1257,9.8402,-0.0075,0.0095,-0.0162
5320,0.1549,-0.2725,9.8452,0.0065,-0.0132,-0.0057
5330,-0.0374,0.0731,9.8478,-0.0163,0.0126,-0.0127
5340,-0.0595,0.2774,9.7872,-0.0046,0.0140,0.0120
5350,0.0893,0.1781,9.7713,0.0078,-0.0177,0.0177
5360,-0.2044,-0.0504,9.8191,0.0121,0.0071,-0.0127
5370,-0.0721,-0.0848,9.7629,0.0074,0.0135,0.0189
5380,-0.2216,0.2522,9.7713,-0.0035,-0.0182,-0.0095
5390,-0.1115,0.1227,9.8278,0.0107,0.0031,0.0026
5400,0.2867,0.1019,9.7938,0.0009,0.0080,-0.0162
5410,0.0970,-0.1509,9.7946,0.0071,-0.0046,0.0136
5420,0.0350,0.2927,9.7655,0.0057,-0.0137,0.0140
5430,0.2111,0.2216,9.7675,-0.0003,-0.0104,0.0188
5440,-0.2698,-0.1664,9.8243,-0.0039,-0.0106,-0.0016
5450,0.1808,-0.0311,9.8457,-0.0021,-0.0153,-0.0001
5460,0.0920,-0.2384,9.8012,0.0023,-0.0200,-0.0164
5470,0.0625,0.0714,9.7905,0.0003,-0.0117,0.0069
5480,0.2702,-0.0820,9.7654,-0.0111,-0.0018,0.0024
5490,0.0719,-0.0161,9.8257,0.0086,-0.0154,0.0104
5500,-0.1670,-0.0952,9.8430,0.0186,-0.0083,0.0009
5510,0.1213,-0.2725,9.7764,-0.0144,0.0087,0.0089
5520,-0.2358,0.0665,9.7788,0.0172,-0.0043,-0.0017
5530,0.1689,0.1301,9.7708,-0.0034,0.0171,0.0135
5540,0.0533,0.1633,9.8051,0.0063,0.0182,-0.0146
5550,-0.0007,0.0182,9.7649,0.0174,0.0136,-0.0007
5560,0.0050,0.2527,9.7777,0.0031,0.0092,-0.0149
5570,-0.0676,0.0603,9.8483,0.0002,-0.0046,0.0192
5580,0.2495,0.1574,9.7874,0.0185,0.0188,-0.0019
5590,-0.2200,-0.0524,9.8300,0.0099,-0.0080,0.0081
5600,0.2164,0.1271,9.8536,0.0053,-0.0120,0.0050
5610,-0.1257,-0.0928,9.8272,0.0193,0.0060,0.0183
5620,0.0023,0.1166,9.7922,-0.0154,-0.0059,-0.0008
5630,0.0424,0.1003,9.8017,0.0099,0.0137,-0.0086
5640,0.2084,0.1850,9.8123,-0.0190,-0.0142,0.0068
5650,-0.1801,0.1501,9.7761,-0.0085,-0.0100,0.0136
5660,0.1144,-0.1229,9.8354,-0.0187,0.0126,-0.0159
5670,0.2208,0.1437,9.8465,0.0097,0.0025,-0.0105
5680,0.1706,0.1793,9.7888,0.0066,0.0171,-0.0045
5690,0.2740,0.2855,9.7913,0.0021,-0.0195,-0.0099
5700,0.0723,0.1686,9.8470,0.0132,0.0165,0.0082
5710,0.0886,0.1531,9.8147,0.0041,0.0110,0.0186
5720,-0.1235,-0.1935,9.8283,-0.0125,-0.0130,0.0006
5730,-0.0737,-0.0429,9.8157,-0.0148,0.0034,-0.0098
5740,-0.1017,0.1258,9.7755,-0.0139,-0.0071,-0.0180
5750,0.2594,0.0694,9.8262,-0.0004,0.0029,-0.0057
5760,0.1704,-0.1093,9.7820,-0.0126,-0.0173,0.0002
5770,-0.0504,0.0222,9.7692,-0.0112,-0.0115,-0.0067
5780,-0.0835,-0.1689,9.8353,0.0012,0.0199,0.0129
5790,0.2887,-0.2947,9.8269,-0.0022,0.0162,0.0045
5800,0.0727,0.2753,9.8283,-0.0072,0.0166,0.0178
5810,-0.0685,0.0241,9.7883,0.0165,0.0129,-0.0050
5820,0.1817,-0.0327,9.7644,0.0159,-0.0123,0.0006
5830,0.2689,-0.1996,9.8556,0.0015,-0.0197,-0.0174
5840,0.1022,0.1641,9.8465,-0.0030,-0.0158,0.0015
5850,0.1216,0.2857,9.8375,0.0059,0.0176,0.0099
5860,-0.2077,-0.0245,9.7932,-0.0165,-0.0178,0.0118
5870,0.0349,0.0450,9.7828,-0.0097,-0.0045,0.0052
5880,-0.0402,-0.2899,9.8273,0.0014,0.0057,0.0047
5890,0.1536,0.0514,9.8301,-0.0171,0.0171,-0.0158
5900,0.1721,-0.1192,9.7687,0.0106,-0.0025,-0.0042
5910,0.0964,-0.0156,9.8133,-0.0145,-0.0044,0.0119
5920,0.0274,0.2761,9.7744,0.0071,0.0166,0.0118
5930,0.1376,-0.0761,9.8549,0.0021,0.0022,-0.0151
5940,-0.2970,0.0580,9.8137,0.0179,-0.0078,0.0099
5950,0.2421,-0.0937,9.8013,0.0058,0.0005,-0.0136
5960,-0.1675,0.2008,9.7794,-0.0127,0.0120,0.0141
5970,0.2108,0.2594,9.8594,-0.0015,0.0020,-0.0084
5980,-0.2596,-0.2411,9.8326,-0.0005,-0.0068,-0.0149
5990,0.0933,-0.2400,9.8220,0.0160,-0.0073,-0.0020
6000,0.0698,-0.1166,9.8184,0.0026,-0.0054,-0.0073
6010,-0.0430,-0.2971,9.7846,-0.0111,0.0096,-0.0026
6020,0.2041,-0.2194,9.8333,0.0151,-0.0015,-0.0057
6030,-0.1167,0.0310,9.7776,0.0043,0.0137,0.0143
6040,-0.2160,0.0232,9.7863,0.0155,-0.0169,-0.0170
6050,-0.2888,0.0043,9.7631,0.0033,-0.0038,0.0036
6060,0.2438,0.0310,9.8143,0.0199,-0.0011,0.0110
6070,-0.0805,-0.1660,9.8372,0.0093,-0.0084,-0.0014
6080,0.0062,-0.0619,9.8102,0.0065,0.0139,0.0123
6090,0.0684,-0.2005,9.8114,-0.0022,-0.0128,0.0179
6100,0.0956,0.2806,9.8336,-0.0007,-0.0056,-0.0112
6110,-0.0074,-0.2623,9.7969,-0.0183,-0.0117,0.0163
6120,-0.0832,-0.0182,9.8055,-0.0181,0.0192,-0.0070
6130,0.1222,0.0128,9.8430,0.0134,-0.0095,0.0018
6140,-0.1957,0.0922,9.7965,0.0061,0.0134,0.0007
6150,-0.0742,0.2443,9.8116,-0.0059,0.0147,-0.0005
6160,-0.0107,0.0625,9.8102,-0.0144,-0.0134,-0.0169
6170,0.0861,-0.1731,9.7787,-0.0055,0.0087,-0.0153
6180,-0.1618,0.1867,9.8320,-0.0007,-0.0008,-0.0116
6190,-0.2033,0.2000,9.7622,-0.0183,0.0029,-0.0136
6200,0.0777,-0.2765,9.8172,-0.0178,-0.0097,-0.0128
6210,0.2749,0.0596,9.8164,-0.0193,0.0088,0.0065
6220,-0.1299,-0.2486,9.8049,0.0197,0.0147,-0.0132
6230,0.1982,0.0605,9.8395,0.0128,-0.0127,0.0064
6240,-0.1413,0.1345,9.7943,-0.0019,0.0036,-0.0108
6250,-0.0687,-0.2349,9.7802,0.0144,0.0002,-0.0032
6260,-0.2103,-0.2422,9.8076,0.0046,-0.0184,0.0114
6270,0.0020,-0.2295,9.8082,-0.0148,0.0041,0.0131
6280,0.2382,0.1649,9.8249,0.0009,-0.0052,-0.0183
6290,0.0179,-0.1623,9.8402,0.0116,-0.0048,0.0036
6300,0.1448,0.1569,9.8297,-0.0161,-0.0146,-0.0009
6310,-0.1605,0.2154,9.7883,0.0151,-0.0037,-0.0124
6320,0.1255,0.1737,9.8178,-0.0153,-0.0197,0.0062
6330,0.1127,-0.1105,9.7962,-0.0138,0.0061,-0.0099
6340,0.2130,-0.0459,9.7966,-0.0090,0.0072,0.0102
6350,-0.0521,0.1703,9.8082,-0.0052,0.0022,-0.0098
6360,-0.1160,-0.0934,9.8305,0.0094,0.0142,0.0064
6370,0.1487,-0.0320,9.8299,-0.0135,-0.0114,-0.0040
6380,-0.0969,0.0303,9.8297,0.0083,-0.0136,0.0186
6390,-0.2968,-0.2453,9.7745,0.0170,-0.0026,-0.0174
6400,-0.1669,-0.2520,9.7638,-0.0046,0.0194,0.0046
6410,0.0126,0.1270,9.8197,0.0178,0.0128,0.0056
6420,-0.0366,-0.1790,9.8257,0.0122,-0.0086,-0.0187
6430,0.0597,0.0095,9.7832,-0.0132,-0.0186,-0.0104
6440,-0.2998,-0.2055,9.8597,0.0112,-0.0059,-0.0042
6450,0.0516,0.0106,9.8337,-0.0173,-0.0164,-0.0086
6460,0.1979,0.2490,9.7948,0.0185,-0.0089,0.0043
6470,-0.1833,0.2578,9.8175,-0.0096,-0.0037,-0.0157
6480,-0.2566,-0.1234,9.8547,0.0121,0.0183,0.0150
6490,0.1879,0.0449,9.8294,0.0186,0.0025,0.0108
6500,0.1545,0.2767,9.8059,-0.0016,0.0035,-0.0189
6510,-0.2302,-0.2595,9.8234,0.0198,0.0071,-0.0108
6520,-0.1106,0.2733,9.8117,-0.0196,0.0133,-0.0101
6530,-0.2442,0.1042,9.8421,-0.0170,0.0173,-0.0009
6540,-0.0879,0.2366,9.7869,0.0179,0.0073,0.0164
6550,-0.0006,-0.1802,9.8335,0.0149,-0.0117,-0.0119
6560,-0.1502,0.0712,9.7756,-0.0157,0.0168,0.0070
6570,0.0981,0.0683,9.8364,0.0017,-0.0183,-0.0007
6580,0.0724,-0.0046,9.8585,0.0159,0.0148,-0.0004
6590,0.2906,0.2496,9.7880,-0.0111,0.0031,-0.0178
6600,0.1796,-0.0130,9.8141,0.0001,-0.0043,0.0075
6610,-0.1951,0.2859,9.8298,-0.0016,0.0076,-0.0195
6620,-0.1735,0.0486,9.7925,0.0045,-0.0096,0.0019
6630,-0.1577,-0.0172,9.8213,-0.0054,-0.0000,-0.0116
6640,0.1204,-0.0766,9.8454,-0.0088,-0.0128,-0.0148
6650,0.0455,-0.1629,9.7700,-0.0092,-0.0106,-0.0027
6660,-0.0715,-0.2125,9.8559,-0.0140,0.0122,-0.0129
6670,-0.0002,0.2973,9.8449,0.0007,0.0088,0.0114
6680,-0.1200,0.0373,9.8168,-0.0041,0.0076,-0.0176
6690,0.1883,-0.0141,9.8230,-0.0020,-0.0066,-0.0056
6700,0.0362,0.2591,9.7858,-0.0192,-0.0152,0.0147
6710,0.2779,-0.1806,9.8176,0.0060,-0.0130,0.0112
6720,-0.0869,0.1039,9.8087,0.0095,0.0156,-0.0048
6730,-0.1281,0.0790,9.7745,-0.0133,0.0123,-0.0065
6740,0.0788,0.0430,9.8449,-0.0171,-0.0135,-0.0109
6750,-0.1099,-0.1252,9.7867,0.0058,-0.0092,-0.0022
6760,0.2177,-0.0821,9.8187,0.0186,-0.0034,-0.0126
6770,-0.2861,0.1367,9.8262,0.0176,0.0080,-0.0168
6780,-0.1999,-0.2382,9.7664,0.0151,0.0019,-0.0189
6790,-0.0618,0.1590,9.7683,-0.0095,-0.0138,0.0062
6800,0.2313,-0.1144,9.7847,-0.0086,0.0051,-0.0147
6810,0.2031,-0.2829,9.8264,0.0144,-0.0070,-0.0010
6820,0.2850,0.0244,9.7872,-0.0022,0.0188,0.0079
6830,-0.1938,0.0586,9.8231,0.0054,0.0026,0.0009
6840,0.0837,-0.1142,9.7947,0.0016,0.0122,-0.0023
6850,-0.0805,-0.1441,9.7904,-0.0200,0.0126,0.0139
6860,-0.0937,-0.0185,9.7608,0.0169,0.0179,-0.0009
6870,-0.2945,-0.0417,9.7893,-0.0108,-0.0197,-0.0051
6880,-0.0530,0.0363,9.7995,-0.0135,0.0095,-0.0044
6890,-0.0730,-0.1422,9.8022,-0.0104,0.0106,0.0164
6900,0.1845,0.1108,9.7885,0.0097,0.0124,-0.0035
6910,0.2121,-0.1906,9.7890,0.0055,0.0047,-0.0091
6920,0.0737,-0.1873,9.7619,-0.0180,0.0014,-0.0126
6930,-0.2386,-0.1385,9.8315,0.0091,-0.0107,-0.0140
6940,-0.0039,-0.0949,9.7912,0.0120,0.0199,-0.0015
6950,0.1749,-0.1019,9.8444,0.0181,-0.0178,0.0110
6960,-0.2572,-0.0179,9.7792,0.0137,0.0127,0.0131
6970,-0.2268,0.1609,9.7849,0.0108,-0.0023,0.0095
6980,-0.2799,-0.0235,9.8371,0.0008,0.0193,-0.0011
6990,0.1089,-0.1127,9.7923,0.0052,-0.0183,0.0175
7000,0.0126,-0.1480,9.8239,-0.0121,0.0155,0.0145
7010,-0.1693,-0.2322,9.8233,-0.0070,-0.0133,-0.0090
7020,-0.2282,0.1735,9.7609,-0.0183,0.0113,-0.0010
7030,0.0577,-0.0772,9.7689,-0.0137,-0.0163,0.0047
7040,0.2585,0.2982,9.8225,-0.0176,0.0058,0.0081
7050,0.1749,-0.2245,9.7833,0.0193,0.0115,0.0103
7060,0.1833,-0.0368,9.7793,0.0076,-0.0057,-0.0146
7070,0.2392,-0.0088,9.8038,-0.0082,0.0079,-0.0124
7080,-0.1880,-0.0914,9.8332,-0.0090,0.0133,0.0166
7090,0.0327,-0.2587,9.7755,-0.0082,-0.0095,-0.0053
7100,-0.2996,0.0828,9.7979,-0.0126,-0.0193,0.0143
7110,0.1656,-0.1567,9.8321,0.0063,0.0016,-0.0045
7120,0.0144,-0.0015,9.8151,0.0045,-0.0071,0.0056
7130,-0.2337,0.0139,9.7667,0.0134,-0.0148,0.0149
7140,-0.1788,-0.0088,9.7699,0.0028,0.0135,0.0063
7150,0.0155,0.1208,9.7856,-0.0053,0.0042,-0.0172
7160,0.2581,-0.1748,9.8091,0.0156,-0.0168,0.0120
7170,-0.2636,0.0348,9.8538,-0.0034,-0.0052,0.0083
7180,0.1942,-0.1405,9.7641,-0.0172,-0.0078,0.0178
7190,0.2764,-0.2417,9.8325,0.0013,-0.0124,0.0010
7200,-0.1507,0.0752,9.7779,0.0100,-0.0034,-0.0158
7210,0.0832,-0.0852,9.8059,0.0066,0.0153,-0.0133
7220,-0.1918,-0.0591,9.7938,-0.0137,0.0199,-0.0023
7230,-0.0886,-0.1109,9.8591,-0.0070,-0.0051,0.0106
7240,-0.0416,0.1355,9.8208,0.0025,-0.0114,0.0106
7250,0.2557,-0.1475,9.8562,-0.0021,-0.0041,0.0091
7260,0.2898,0.0575,9.8118,0.0197,-0.0079,-0.0080
7270,-0.1669,0.2134,9.7622,0.0129,0.0076,-0.0090
7280,0.0322,0.0338,9.8526,-0.0138,-0.0185,-0.0058
7290,-0.2170,-0.0798,9.8182,-0.0107,0.0124,-0.0163
7300,-0.0601,0.2507,9.8334,0.0089,0.0117,-0.0131
7310,0.1954,0.1138,9.8176,0.0163,0.0038,-0.0080
7320,0.1385,0.0458,9.7678,-0.0178,0.0108,-0.0061
7330,0.1903,-0.0501,9.8468,0.0148,-0.0109,0.0061
7340,0.0614,-0.2931,9.8377,-0.0047,-0.0078,-0.0184
7350,0.0240,-0.2103,9.8102,-0.0112,-0.0180,0.0093
7360,-0.0643,-0.0326,9.8195,0.0002,-0.0111,-0.0084
7370,-0.0634,-0.2207,9.7683,0.0029,-0.0180,-0.0040
7380,-0.2490,0.0011,9.8374,-0.0148,-0.0146,0.0024
7390,-0.0073,0.0913,9.7796,0.0046,0.0094,-0.0102
7400,-0.2570,0.1661,9.7923,0.0170,-0.0164,0.0069
7410,-0.0459,-0.0910,9.7921,0.0038,-0.0190,-0.0078
7420,0.2926,0.0697,9.8590,-0.0023,-0.0142,-0.0182
7430,0.1909,-0.1802,9.7974,0.0103,0.0141,-0.0155
7440,-0.2673,0.2694,9.8527,0.0148,0.0128,-0.0195
7450,0.1163,-0.2332,9.8050,-0.0191,-0.0116,0.0015
7460,-0.1777,0.0140,9.7859,-0.0007,0.0092,-0.0143
7470,0.1193,-0.2890,9.8183,0.0065,-0.0183,-0.0132
7480,-0.1296,0.1735,9.8218,-0.0179,0.0062,-0.0197
7490,-0.0668,-0.1372,9.8452,0.0064,0.0146,-0.0192
7500,0.2204,0.0896,9.7831,-0.0048,0.0191,-0.0160
7510,-0.1107,0.2201,9.8132,-0.0125,0.0000,-0.0017
7520,0.2558,-0.2871,9.7847,0.0012,-0.0067,-0.0043
7530,-0.2058,-0.0919,9.7952,0.0050,-0.0106,0.0191
7540,0.0008,0.1871,9.8226,0.0151,0.0156,0.0126
7550,-0.2823,0.0330,9.7880,-0.0139,0.0159,0.0063
7560,-0.2473,-0.0707,9.8561,0.0045,0.0050,-0.0109
7570,-0.1558,-0.2084,9.8571,0.0164,-0.0068,0.0017
7580,-0.1759,-0.2169,9.8141,0.0120,0.0145,-0.0076
7590,0.1231,0.0143,9.7735,0.0198,0.0190,-0.0142
7600,0.2598,0.2503,9.7917,0.0023,0.0179,-0.0153
7610,-0.1094,0.2278,9.8327,0.0106,0.0152,-0.0034
7620,-0.0532,-0.0342,9.8534,0.0158,0.0173,-0.0090
7630,0.1675,-0.2359,9.7785,0.0105,0.0045,-0.0093
7640,0.0402,-0.1615,9.7832,0.0075,-0.0056,0.0075
7650,-0.0140,0.0014,9.8205,0.0085,-0.0050,0.0141
7660,-0.0051,-0.2175,9.7793,-0.0187,0.0106,-0.0194
7670,-0.1381,-0.0522,9.8342,0.0195,0.0103,-0.0174
7680,0.2563,0.2914,9.8467,-0.0004,-0.0070,-0.0017
7690,-0.1519,-0.0571,9.7642,0.0094,-0.0048,-0.0075
7700,0.0669,0.1455,9.8194,0.0010,0.0150,0.0115
7710,0.0124,-0.0290,9.8427,-0.0183,0.0198,0.0007
7720,-0.0626,0.1411,9.8158,0.0006,0.0052,-0.0180
7730,-0.1253,-0.0612,9.7905,0.0131,-0.0015,-0.0031
7740,0.0679,-0.2673,9.8117,-0.0143,0.0132,-0.0019
7750,0.1336,-0.2321,9.8379,0.0175,0.0078,-0.0146
7760,-0.0519,-0.0295,9.7779,0.0036,0.0085,-0.0119
7770,-0.0272,-0.1500,9.8292,0.0163,0.0119,0.0087
7780,-0.2259,-0.2315,9.8049,-0.0055,0.0010,-0.0046
7790,0.1746,0.0070,9.8550,-0.0049,-0.0048,0.0107
7800,0.2474,0.0393,9.8260,-0.0140,0.0148,-0.0128
7810,0.1272,-0.0483,9.7910,0.0107,-0.0021,0.0051
7820,-0.2295,-0.2211,9.7803,0.0049,-0.0099,-0.0017
7830,0.2132,0.0261,9.7606,0.0153,-0.0105,0.0036
7840,-0.0146,-0.0539,9.7679,0.0040,-0.0102,0.0019
7850,0.0719,0.0345,9.8425,-0.0180,-0.0141,0.0061
7860,-0.2780,0.2123,9.8267,0.0135,-0.0081,0.0168
7870,-0.2706,-0.0498,9.7778,0.0069,0.0044,0.0077
7880,0.0570,0.1724,9.7777,-0.0018,0.0032,0.0173
7890,-0.2441,-0.1204,9.7969,-0.0048,-0.0173,-0.0029
7900,0.0303,-0.1243,9.7735,0.0078,-0.0090,0.0011
7910,0.0148,0.1175,9.8212,-0.0156,0.0092,0.0052
7920,0.2923,-0.0098,9.8289,0.0174,0.0195,-0.0085
7930,0.0653,-0.1101,9.8125,0.0198,-0.0058,-0.0148
7940,0.0376,0.0118,9.8232,-0.0003,-0.0128,0.0044
7950,0.1252,0.2876,9.7602,-0.0190,0.0050,-0.0153
